"","bar_pass_fair","location","UGPA","LSAT","ZFYA","amerind","asian","black","hisp","mexican","other","puerto","white","female","male","u_hat"
"59",0,5,2.4,27,-1.66,0,0,1,0,0,0,0,0,0,1,-1.17752050430355
"60",1,1,3.5,30,1.39,0,0,0,0,0,0,0,1,0,1,0.243362409955703
"61",1,0,3.5,38,2.78,0,0,0,0,0,0,0,1,0,1,0.868139423526182
"62",1,1,2.8,34,-0.63,0,0,0,0,0,0,0,1,1,0,-0.467736393055032
"63",1,1,3.7,37,1.32,0,0,0,0,0,0,0,1,0,1,0.550593024610667
"64",1,5,2.7,36,-1.28,0,0,0,1,0,0,0,0,1,0,0.00893155316361744
"65",1,5,3,43,0.1,0,0,0,0,0,0,0,1,0,1,0.0913151796741485
"66",1,5,2.9,42,-0.62,0,0,0,0,0,0,0,1,0,1,-0.123389946335009
"67",1,5,2.9,25,-0.9,0,0,0,0,0,0,0,1,0,1,-0.5988839365618
"68",1,6,3.4,38,1.23,0,0,0,0,0,0,0,1,1,0,0.329666130853569
"69",1,5,3.6,42,0.7,0,0,0,0,0,0,0,1,0,1,0.518701928510867
"70",1,5,3.5,29,-0.24,0,0,0,0,0,0,0,1,0,1,0.13393738421815
"71",1,5,3.1,41,-0.05,0,0,0,0,0,0,0,1,0,1,0.0406564332275872
"72",1,5,3.6,38,-1,0,0,0,0,0,0,0,1,1,0,-0.0359117927473949
"73",1,2,3.3,35,2.26,0,0,0,0,0,0,0,1,1,0,0.33667094062753
"74",1,5,3.6,36,-0.85,0,0,0,0,0,0,0,1,1,0,0.0723513589605024
"75",1,5,3.5,39,-0.71,0,0,0,0,0,0,0,1,1,0,0.0782537276038159
"76",0,5,2.9,28,-1.96,0,0,0,0,0,0,0,1,0,1,-1.97373097514717
"77",1,5,3.3,42,-1.13,0,0,0,0,0,0,0,1,1,0,-0.0690777388332553
"78",1,5,3.5,43,0.74,0,0,0,0,0,0,0,1,1,0,0.42887573278439
"79",1,5,3.2,35,-0.66,0,0,0,0,0,0,0,1,0,1,-0.0622159461254747
"80",1,2,2.5,42,-0.41,0,0,0,0,0,0,0,1,1,0,-0.32031140444285
"81",1,5,2.7,42,-0.02,0,0,0,0,0,0,0,1,1,0,-0.148194439113155
"82",1,5,3.7,40,0.21,0,0,0,0,0,0,0,1,1,0,0.361369274946205
"83",1,5,3.5,38,1.61,0,0,0,0,0,0,0,1,1,0,0.490307548539248
"84",1,5,3.3,40,-0.96,0,0,0,0,0,0,0,1,0,1,0.0673173055409214
"85",1,8,3.5,39,0.98,0,0,0,0,0,0,0,1,1,0,0.422278438662587
"86",1,5,3.6,36,-0.58,0,0,0,0,0,0,0,1,1,0,0.00685320259646008
"87",1,5,3,36,-1.19,0,0,0,0,0,0,0,1,0,1,-0.404859601645774
"88",1,2,3.2,39,-1.34,0,0,0,0,0,0,0,1,0,1,-0.204715837185631
"89",1,5,3.9,37,0.55,0,0,0,0,0,0,0,1,1,0,0.466258257558981
"90",1,2,2.7,31,0.58,0,0,0,0,0,0,0,1,0,1,-0.335350576774959
"91",1,5,4,41,2.44,0,0,0,0,0,0,0,1,1,0,1.04714580416191
"92",1,5,3,41,-1.45,0,0,0,0,0,0,0,1,0,1,-0.327591813557462
"93",1,5,3.3,36,1.04,0,0,0,0,0,0,0,1,1,0,0.169610417141239
"94",1,5,3.7,39,-1.58,0,0,0,0,0,0,0,1,1,0,-0.0436842462991099
"95",1,5,3.8,37,0.4,0,0,0,0,0,0,0,1,1,0,0.519162203076256
"96",1,1,3.1,37,-0.51,0,0,0,0,0,0,0,1,0,1,0.00907473070833422
"97",0,2,3.8,36,-0.66,0,0,0,0,0,0,0,1,0,1,-1.54137776587432
"98",1,5,2.6,35,0.02,0,0,0,0,0,0,0,1,0,1,-0.439128399615364
"99",1,5,3.8,40,0.64,0,0,0,0,0,0,0,1,0,1,0.515870978836015
"100",1,5,3.4,39,0.4,0,0,0,0,0,0,0,1,0,1,0.25384052327541
"101",1,5,3.9,33,0.59,0,0,0,0,0,0,0,1,0,1,0.465964550711017
"102",1,5,3.8,38,0.55,0,0,0,0,0,0,0,1,0,1,0.483355618192326
"103",1,5,3.3,41,0.64,0,0,0,0,0,0,0,1,1,0,0.332163462509831
"104",1,5,3.1,40,1.08,0,0,0,0,0,0,0,1,0,1,0.209890096820409
"105",1,5,3.2,40,1.89,0,0,0,0,0,0,0,1,1,0,0.399119495000367
"106",1,5,3.5,37,-0.13,0,0,0,0,0,0,0,1,1,0,0.0960855955550317
"107",1,5,3.3,41,1.51,0,0,0,0,0,0,0,1,0,1,0.473034886776213
"108",1,5,3.6,39,-0.66,0,0,0,0,0,0,0,1,1,0,0.0701543176160689
"109",1,2,3.5,38,0.42,0,0,0,0,0,0,0,1,0,1,0.290083401021242
"110",1,6,3.1,42,0.68,0,0,0,0,0,0,0,1,0,1,0.276868878630006
"111",1,5,3.6,37,1.27,0,0,0,0,0,0,0,1,1,0,0.436238087175383
"112",1,5,2.8,32,-1.28,0,0,1,0,0,0,0,0,1,0,0.493470630331791
"113",1,6,2.8,32,-1.09,0,0,0,0,0,0,0,1,1,0,-0.484100151836248
"114",1,5,3.1,41,-0.51,0,0,0,0,0,0,0,1,0,1,0.0245807891872046
"115",1,5,3.7,36,0.17,0,0,0,0,0,0,0,1,1,0,0.218253208827442
"116",1,5,3.4,38,-1.19,0,0,0,0,0,0,0,1,0,1,-0.0106141082526249
"117",1,2,3.3,34,1.02,0,0,0,0,0,0,0,1,0,1,0.197865767327158
"118",1,5,3.6,38,0.36,0,0,0,0,0,0,0,1,0,1,0.413059246200314
"119",1,6,2.9,43,0.59,0,0,0,0,0,0,0,1,0,1,0.12329364139078
"120",1,5,3.7,35,0.64,0,0,0,0,0,0,0,1,1,0,0.342344113515435
"121",1,5,3.6,37,-0.77,0,1,0,0,0,0,0,0,0,1,0.294411831607079
"122",1,5,3.9,37,1.36,0,0,0,0,0,0,0,1,1,0,0.629429048678636
"123",1,5,3.2,40,0.59,0,0,0,0,0,0,0,1,0,1,0.1926754779476
"124",1,5,3.2,45,1.57,0,0,0,0,0,0,0,1,1,0,0.476417109824234
"125",1,5,3.3,40,2.15,0,0,0,0,0,0,0,1,0,1,0.628823162032361
"126",1,5,3.4,40,1.36,0,0,0,0,0,0,0,1,0,1,0.53738560357639
"127",1,5,2.8,32,-0.92,0,0,0,0,1,0,0,0,1,0,0.180279047843028
"128",1,5,3.7,36,0.1,0,0,0,0,0,0,0,1,0,1,0.36236208408402
"129",1,5,3.5,30,-1.75,0,0,0,0,0,0,0,1,1,0,-0.357624873578295
"130",1,5,3.7,37,0.74,0,0,0,0,0,0,0,1,0,1,0.501298506853108
"131",1,9,2.7,36,-0.36,0,0,0,0,0,0,0,1,0,1,-0.316981717558382
"132",1,8,2.9,35,1.25,0,0,0,0,0,0,0,1,1,0,0.0939130519402575
"133",1,9,3.2,28,0.57,0,0,0,0,0,0,0,1,1,0,-0.170265581693399
"134",1,2,2.4,39,0.16,0,0,0,0,0,0,0,1,0,1,-0.324051211402721
"135",1,9,3.9,41,1.17,0,0,0,0,0,0,0,1,1,0,0.680648946788224
"136",1,9,3.5,29,0.2,0,0,0,0,0,0,0,1,0,1,-0.0337935285489882
"137",1,9,3.1,36,-0.56,0,0,0,0,0,0,0,1,0,1,-0.111142185222715
"138",1,2,3.8,39,-0.32,0,0,0,0,0,0,0,1,0,1,0.411263196186589
"139",1,2,3,36,0.36,0,0,0,0,0,0,0,1,0,1,-0.0167551938624786
"140",1,9,2.9,36,-0.8,0,0,0,0,0,0,0,1,0,1,-0.247665976783621
"141",1,9,2.9,36,0.89,0,0,0,0,0,0,0,1,0,1,-0.0708555045804127
"142",1,9,2.8,37,0.77,0,0,0,0,0,0,0,1,0,1,-0.0568224458766541
"143",1,9,3.2,38,0.48,0,0,0,0,0,0,0,1,0,1,0.193662426706591
"144",1,9,3.1,31,0.36,0,0,0,0,0,0,0,1,0,1,-0.05739226239177
"145",1,9,3.1,37,0,0,0,0,0,0,0,0,1,0,1,0.0222806533033172
"146",1,9,3.3,26,-0.41,0,0,0,0,0,0,0,1,0,1,-0.30795850327338
"147",1,2,3.1,32,0.2,0,0,0,0,0,0,0,1,1,0,-0.158174935956797
"148",1,9,3.2,35,-0.28,0,0,0,0,0,0,0,1,0,1,-0.0618005582103006
"149",1,9,3.1,33,0.61,0,0,0,0,0,0,0,1,1,0,0.0982033999686853
"150",1,9,2.9,34,0.52,0,0,0,0,0,0,0,1,0,1,-0.0606267010899756
"151",1,9,4.1,39,1.25,0,0,0,0,0,0,0,1,1,0,0.742577261840068
"152",1,2,2.8,37,-0.23,0,0,0,0,0,0,0,1,1,0,-0.198156303563502
"153",1,9,3.2,25,-0.64,0,0,0,0,0,0,0,1,1,0,-0.466803570724642
"154",1,9,3.1,29,-1.45,0,0,0,1,0,0,0,0,1,0,0.0542776366975334
"155",0,9,3,34,-0.24,0,0,0,0,0,0,0,1,1,0,-1.6693463640923
"156",1,9,3,30,-1.09,0,0,0,0,0,0,0,1,1,0,-0.441457301475097
"157",1,9,3.3,33,0.89,0,0,0,0,0,0,0,1,1,0,0.058677056259763
"158",0,2,2.9,34,-1.93,0,0,0,0,0,0,0,1,0,1,-1.94268406334779
"159",1,9,3.4,30,0.73,0,0,0,0,0,0,0,1,1,0,0.0998140893232262
"160",1,9,2.4,38,-0.2,0,0,0,0,0,0,0,1,1,0,-0.431048436479697
"161",1,9,3.1,32,0.93,0,0,0,0,0,0,0,1,0,1,0.0719625433187656
"162",1,9,4,40,1.17,0,0,0,0,0,0,0,1,1,0,0.829619045368334
"163",1,9,4,42,0.97,0,0,0,0,0,0,0,1,1,0,0.87375175021964
"164",1,9,3.2,35,0.27,0,0,0,0,0,0,0,1,1,0,-0.0425657741953405
"165",1,9,3.4,29,-0.52,0,0,0,0,0,0,0,1,1,0,-0.0600024485319469
"166",1,9,2.9,35,-0.4,0,0,0,0,0,0,0,1,0,1,-0.31827730873738
"167",1,2,3.1,32,-1.17,0,0,0,0,0,0,0,1,1,0,-0.410391910813841
"168",1,9,2.3,27,-1.01,0,0,0,0,0,0,0,1,0,1,-0.765621993957038
"169",1,2,3,38,0.55,0,0,0,0,0,0,0,1,1,0,0.0326427034952195
"170",0,2,2.7,31,-0.2,0,0,0,0,0,0,0,1,0,1,-1.81398636352851
"171",1,9,3,38,0.15,0,0,0,0,0,0,0,1,1,0,-0.128137616854848
"172",1,9,3.9,28,0.48,0,0,0,0,0,0,0,1,1,0,0.310155508879014
"173",1,9,2.6,34,0,0,0,0,0,0,0,0,1,0,1,-0.309415840029018
"174",1,1,2.9,33,-0.2,0,0,0,0,0,0,0,1,0,1,-0.212143857701053
"175",1,9,2.7,35,-1.05,0,0,0,0,0,0,0,1,1,0,-0.433491852059585
"176",1,2,3.4,37,0.95,0,0,0,0,0,0,0,1,0,1,0.374363057446612
"177",1,9,3.2,33,-0.4,0,0,0,0,0,0,0,1,1,0,-0.261211097511335
"178",1,9,2.9,37,0.24,0,0,0,0,0,0,0,1,1,0,-0.051304537746824
"179",1,9,2.8,25,-0.08,0,0,0,0,0,0,0,1,0,1,-0.492985329389816
"180",1,9,2.7,34,-0.12,0,0,0,0,0,0,0,1,0,1,-0.317645603682995
"181",1,9,2.9,35,1.94,0,0,0,0,0,0,0,1,0,1,0.21467278986558
"182",1,9,2.8,29,0.24,0,0,0,0,0,0,0,1,0,1,-0.268082959752756
"183",1,9,3,41,0.2,0,0,0,0,0,0,0,1,1,0,0.0517436683416657
"184",1,9,2.9,34,-2.06,0,0,0,0,0,0,0,1,0,1,-0.408401216704956
"185",1,9,2.6,42,1.57,0,0,0,0,0,0,0,1,0,1,0.12288527220862
"186",1,9,3.1,30,0.87,0,0,0,0,0,0,0,1,0,1,0.0162406613868396
"187",1,9,2.5,41,0.9,0,0,0,0,0,0,0,1,0,1,-0.071604565979977
"188",1,9,3.5,31,0.2,0,0,0,0,0,0,0,1,0,1,0.147560847599629
"189",1,9,3.7,35,0.44,0,0,0,0,0,0,0,1,1,0,0.293998490813219
"190",1,9,3.3,31,0.85,0,0,0,0,0,0,0,1,0,1,0.209280589020305
"191",1,2,3.1,39,1.19,0,0,0,0,0,0,0,1,0,1,0.372979096661469
"192",1,0,2.9,39,0.98,0,0,0,0,0,0,0,1,0,1,0.085446660837104
"193",1,9,3.8,40,1.85,0,0,0,0,0,0,0,1,0,1,0.794772455197741
"194",1,9,3.2,33,-0.24,0,0,0,0,0,0,0,1,0,1,0.0394925097760986
"195",1,9,3.3,39,0.72,0,0,0,0,0,0,0,1,0,1,0.2242874428614
"196",1,9,2.7,39,0.44,0,0,0,0,0,0,0,1,1,0,-0.162499629611627
"197",1,2,3.3,33,0.24,0,0,0,0,0,0,0,1,0,1,0.0430292265832483
"198",1,1,3.7,38,0.11,0,0,0,0,0,0,0,1,0,1,0.350888707628946
"199",1,1,3.6,40,-0.09,0,0,0,0,0,0,0,1,1,0,0.338594600697802
"200",0,1,3.4,38,-0.51,0,0,0,0,0,0,0,1,0,1,-1.63342849455241
"201",1,1,3,33,-0.82,0,0,0,0,0,0,0,1,0,1,-0.326948738718302
"202",1,1,3.2,40,1.73,0,0,0,0,0,0,0,1,0,1,0.488462621088855
"203",0,1,2.8,29,-1.89,0,0,1,0,0,0,0,0,0,1,-0.955825498537625
"204",1,1,3.5,33,0.05,0,0,0,0,0,0,0,1,1,0,0.228953683634932
"205",1,1,3.4,40,-1.06,0,0,0,0,0,0,0,1,0,1,0.0481418273688905
"206",1,2,3.1,36,0.53,0,0,0,0,0,0,0,1,0,1,0.004149265863093
"207",0,2,2.8,25,-2.22,0,0,1,0,0,0,0,0,1,0,-1.1104065790421
"208",1,9,3.6,39,0.18,0,0,0,0,0,0,0,1,0,1,0.352038930374729
"209",1,1,3.9,36,-0.12,0,0,0,0,0,0,0,1,1,0,0.337067420950486
"210",1,2,3.5,42,-1.17,0,0,0,0,0,0,0,1,1,0,0.0650857733652666
"211",0,1,3.3,46,-2.08,0,0,0,0,0,0,0,1,0,1,-1.67636338397063
"212",1,2,2.2,40,1.04,0,0,0,0,0,0,0,1,0,1,-0.223066440036938
"213",0,2,2.8,32,-1.13,0,0,0,0,0,1,0,0,0,1,-1.47915800957465
"214",1,1,3.7,36,0.77,0,0,0,0,0,0,0,1,1,0,0.328965446719282
"215",1,2,3.5,42,0.83,0,0,0,0,0,0,0,1,1,0,0.432306041251747
"216",1,2,2.9,35,0.06,0,0,0,0,0,0,0,1,0,1,-0.237766170576769
"217",1,2,3.9,37,0.37,0,0,0,0,0,0,0,1,1,0,0.515865265551869
"218",1,1,2.3,48,0.8,0,0,0,0,0,0,0,1,1,0,-0.0469526211557123
"219",1,5,3.1,37,0.14,0,0,0,0,0,0,0,1,1,0,-0.100428528018317
"220",1,1,3.9,35,0.14,0,0,0,0,0,0,0,1,1,0,0.344728866852998
"221",1,1,3.2,33,0.14,0,1,0,0,0,0,0,0,0,1,0.33989458591996
"222",1,3,3.9,47,-0.2,0,0,0,0,0,0,0,1,1,0,0.587216871068684
"223",1,1,3.5,40,0.65,0,0,0,0,0,0,0,1,1,0,0.340351825498388
"224",1,1,3.4,44,-0.33,0,0,0,0,0,0,0,1,0,1,0.324145300046077
"225",1,2,3,38,-0.02,0,0,0,0,0,0,0,1,0,1,-0.111665684924718
"226",0,2,3.4,28,-2.37,0,0,1,0,0,0,0,0,1,0,-0.979255623234952
"227",1,1,2.5,46,-0.27,0,0,0,0,0,0,0,1,0,1,-0.109416651505847
"228",1,1,3,42,-0.4,0,0,0,0,0,0,0,1,0,1,0.109464752263886
"229",0,0,2.8,34,-0.26,0,0,0,1,0,0,0,0,0,1,-1.26868641758615
"230",1,1,3.7,34,-0.96,0,0,0,0,0,0,0,1,0,1,0.0656885117920482
"231",1,1,3.3,38,0.39,0,0,0,0,0,0,0,1,0,1,0.176796554148015
"232",1,2,3.9,33,0.46,0,0,0,0,0,0,0,1,1,0,0.414419141981902
"233",1,1,3.3,38,-0.13,0,0,0,0,0,0,0,1,0,1,0.0331342865189821
"234",1,1,3.9,34,-0.23,0,0,0,0,0,0,0,1,0,1,0.338449184901218
"235",1,2,3.7,37,0.68,0,0,0,0,0,0,0,1,0,1,0.511224787269729
"236",1,5,2.8,40,0.4,0,1,0,0,0,0,0,0,0,1,0.246393814269274
"237",1,1,3.2,45,0.43,0,0,0,0,0,0,0,1,0,1,0.45108112245955
"238",1,1,3.2,41,-0.28,0,0,0,0,0,0,0,1,0,1,-0.0319619005687099
"239",1,1,3.5,45,-0.21,0,0,0,0,0,0,0,1,0,1,0.361214042054533
"240",1,9,3.4,38,1.02,0,0,0,1,0,0,0,0,0,1,0.890823470429857
"241",1,1,4.1,44,1.7,0,0,0,0,0,0,0,1,1,0,1.13298751305565
"242",1,1,3.5,41,-0.1,0,0,0,0,0,0,0,1,0,1,0.312031401895367
"243",1,1,3.5,39,-0.52,0,0,0,0,0,0,0,1,0,1,0.0906787674605415
"244",1,1,3.4,41,0.24,0,0,0,0,0,0,0,1,1,0,0.306800476508537
"245",1,1,3.6,44,1.62,0,0,0,0,0,0,0,1,1,0,0.803620453948686
"246",1,1,3.6,42,1.65,0,0,0,0,0,0,0,1,1,0,0.629894879942905
"247",1,2,2,40,1.2,0,0,0,0,0,0,0,1,0,1,-0.368087980558794
"248",1,1,3.4,45,1.87,0,0,0,0,0,0,0,1,1,0,0.681292983620746
"249",1,1,3.8,40,0.3,0,0,0,0,0,0,0,1,1,0,0.369404967020879
"250",1,1,3.7,36,0.05,0,0,0,0,0,0,0,1,1,0,0.228382800976282
"251",1,1,3.2,34,-0.55,0,0,0,0,0,0,0,1,1,0,-0.114730507101954
"252",1,3,3.5,37,-1.17,0,0,0,0,0,0,0,1,1,0,-0.0679795523558407
"253",1,1,3.4,38,-0.3,0,0,0,0,0,0,0,1,0,1,0.0984620876497958
"254",1,1,3.2,40,0.82,0,0,0,0,0,0,0,1,0,1,0.330136356145604
"255",1,2,2.9,33,0.19,0,0,0,0,0,0,0,1,0,1,-0.12655280073939
"256",1,1,3.8,38,1.16,0,0,0,0,0,0,0,1,0,1,0.598997009160788
"257",1,1,3.8,43,1.14,0,0,0,0,0,0,0,1,0,1,0.764976811212953
"258",1,5,3.5,38,0.48,0,0,0,0,0,0,0,1,1,0,0.262955368984505
"259",1,5,3.3,35,-0.26,0,0,0,0,0,0,0,1,1,0,-0.0295171508431388
"260",1,2,3.3,39,1.16,0,0,0,0,0,0,0,1,1,0,0.366413958010909
"261",1,9,3.3,33,0.6,0,0,0,0,0,0,0,1,1,0,0.0339960914230185
"262",1,2,3.2,37,1.91,0,0,0,0,0,0,0,1,0,1,0.415851891714846
"263",1,5,2.8,35,0.96,0,1,0,0,0,0,0,0,0,1,0.226787331452391
"264",1,5,2.6,30,-0.26,0,0,0,0,0,0,0,1,0,1,-0.498610620698687
"265",1,5,3.2,38,0.56,0,0,0,0,0,0,0,1,1,0,0.173594308756812
"266",1,5,3.7,31,0.8,0,0,0,0,0,0,1,0,1,0,0.873094100562903
"267",1,2,3,40,1.45,0,0,0,0,0,0,0,1,1,0,0.245073173323049
"268",1,5,3.7,34,0.43,0,0,0,0,0,0,0,1,0,1,0.316100567595139
"269",1,5,3.9,42,0.5,0,0,0,0,0,0,0,1,1,0,0.648841413057171
"270",1,2,2.7,32,1.02,0,0,0,0,0,0,0,1,0,1,-0.213742799776319
"271",1,2,2.5,37,0.23,0,0,0,1,0,0,0,0,0,1,0.1546335091208
"272",1,5,3.5,35,0.6,0,0,0,0,0,0,0,1,1,0,0.217148954704242
"273",1,6,3.4,37,0.63,0,0,0,0,0,0,0,1,1,0,0.260000660630072
"274",1,5,2.7,28,-0.59,0,0,1,0,0,0,0,0,0,1,0.477712025398338
"275",0,9,2.9,30,-0.99,0,0,0,1,0,0,0,0,1,0,-1.3082628738144
"276",1,5,3,38,0.92,0,0,0,0,0,0,0,1,1,0,0.0539293540448723
"277",1,6,2.9,47,0.56,0,0,0,0,0,0,0,1,1,0,0.158471452345059
"278",0,6,2.8,38,-0.79,0,0,0,0,0,0,0,1,0,1,-1.77039141844522
"279",1,5,2.8,34,-0.86,0,0,0,0,0,0,1,0,0,1,0.173805440498363
"280",1,6,3.1,34,-0.56,1,0,0,0,0,0,0,0,1,0,0.484817737320871
"281",1,5,3.4,34,-0.43,0,0,0,0,0,0,0,1,0,1,-0.00876539262856116
"282",1,5,3.2,40,-0.36,0,0,0,0,0,0,0,1,0,1,0.0411220976807477
"283",1,5,2.7,30,0.06,0,0,0,0,0,0,0,1,0,1,-0.385890089893419
"284",0,0,2.5,26,-0.5,0,1,0,0,0,0,0,0,0,1,-1.56834916528239
"285",1,2,3.8,33,1.58,0,0,0,0,0,0,0,1,0,1,0.703914173497048
"286",1,5,2.3,36,1.65,0,0,0,0,0,0,0,1,0,1,-0.210552653355813
"287",0,5,2.9,30,-0.43,0,0,0,0,0,0,0,1,1,0,-1.82147749452144
"288",1,5,2.7,27,-0.72,0,0,0,0,0,0,0,1,0,1,-0.49867583184536
"289",1,2,3.2,38,0.63,0,0,0,0,0,0,0,1,0,1,0.105128894299301
"290",1,5,3.3,37,-0.13,0,0,0,0,0,0,0,1,1,0,0.0072873959347823
"291",1,5,2.4,39,-0.1,0,0,0,0,0,0,0,1,0,1,-0.343470694306328
"292",1,2,2.4,41,1.61,0,0,0,0,0,0,0,1,0,1,-0.09749719511566
"293",1,5,2.3,33,0.99,0,0,0,1,0,0,0,0,0,1,0.128675618498166
"294",0,5,2.6,45,-1.05,0,0,0,0,0,0,0,1,0,1,-1.77985883671263
"295",1,5,3.4,33,-0.03,0,0,0,0,0,0,0,1,0,1,0.101495272342925
"296",1,9,3.6,27,-0.1,0,0,0,1,0,0,0,0,0,1,0.403307270139992
"297",1,3,3.7,40,1.75,0,0,0,0,0,0,0,1,1,0,0.695167367714914
"298",1,2,3.1,36,-0.43,0,0,0,0,0,0,0,1,1,0,-0.235628570450198
"299",1,2,3.2,36,1.29,0,0,0,0,0,0,0,1,1,0,0.149338002020956
"300",0,5,3.2,20,-1.87,0,1,0,0,0,0,0,0,0,1,-1.53204871895441
"301",1,5,3.8,36,-0.99,0,0,0,0,0,0,0,1,0,1,0.165451163137402
"302",1,2,3.3,36,-0.12,0,0,0,0,0,0,0,1,0,1,0.018991095823921
